logFC	AveExpr	t	P.Value	adj.P.Val	B	cpm_filter_value	qvalue	local_fdr	pi0_storey	pi0_lambda_0_5	threshold
SH3BP2	-2.49968606659162	4.00244031138519	-25.7551598862498	7.95380405348781e-12	1.19093596679097e-09	17.7320469971448	50.6037417683786	2.31276306230134e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
TWIST2	-6.20688459527638	2.24545369408388	-25.735174249477	8.02660146481843e-12	1.19093596679097e-09	17.1773419234905	82.6331534415585	2.31276306230134e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FYN	-1.99380920932466	5.9986358885095	-25.6613045251431	8.30199508303517e-12	1.2184080175124e-09	17.6166152746401	158.997558629978	2.36611298700416e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
KAZN	-2.45500078768367	6.07322365117924	-25.566012832246	8.67245930637314e-12	1.25909188768441e-09	17.5770824400142	207.180321075572	2.44511988140406e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CDYL	-2.18947325844358	6.24181334178109	-25.5247250429692	8.83849573212625e-12	1.26954648271456e-09	17.5516119655628	206.22424787639	2.46542240134743e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
BACE2	-2.96124514346664	3.55333010959652	-25.4574681360997	9.11637906614372e-12	1.27630377394569e-09	17.5891904782064	45.9056576050703	2.47854486468412e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
RHOV	-2.780834264558	3.5264009086089	-25.4227181451957	9.26364759640626e-12	1.27630377394569e-09	17.5736679990704	41.224694028057	2.47854486468412e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
BAIAP2	-1.99354288703079	6.35664275710928	-25.4764655127743	9.03694218595912e-12	1.27630377394569e-09	17.5256689649146	203.959204001611	2.47854486468412e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
GAL	-3.64138631822582	2.86529274642285	-25.4275553670491	9.24299433597743e-12	1.27630377394569e-09	17.4976724355845	39.0515163782803	2.47854486468412e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PLEKHO2	-2.16284773971985	5.00739856835507	-25.2736084937322	9.92544749809796e-12	1.33775045052945e-09	17.4686480153771	86.4980485171351	2.59787252617629e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SDC1	-4.76337606392284	8.2638952738544	-25.2409985057675	1.00768968668273e-11	1.33775045052945e-09	17.4661383440071	2756.1913230292	2.59787252617629e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
KLHL8	-1.91975934616178	4.9378638318077	-25.2603038915351	9.98693795079828e-12	1.33775045052945e-09	17.462790840093	73.6787429821509	2.59787252617629e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MAP3K4-AS1	-3.96456164127344	2.95809933890349	-25.2348033203979	1.01059506705676e-11	1.33775045052945e-09	17.4171954419982	47.817018185944	2.59787252617629e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
LGALS16	-7.47231575716888	1.8065999239893	-25.1685146664124	1.04225659696251e-11	1.36626685166872e-09	16.4018498677422	110.927424222079	2.65325054906228e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
